full filepath,rank 1,confidence[%],rank 2,confidence[%],rank 3,confidence[%],rank 4,confidence[%],rank 5,confidence[%],rank 6,confidence[%],rank 7,confidence[%],rank 8,confidence[%],rank 9,confidence[%],rank 10,confidence[%]
./data/mnist/10k_images/07873.png,8 Eight,100.0
./data/mnist/10k_images/08853.png,6 Six,100.0
./data/mnist/10k_images/06427.png,0 Zero,100.0
./data/mnist/10k_images/08171.png,5 Five,100.0
./data/mnist/10k_images/02051.png,8 Eight,100.0
./data/mnist/10k_images/09392.png,5 Five,100.0
./data/mnist/10k_images/01139.png,2 Two,100.0
./data/mnist/10k_images/06631.png,6 Six,100.0
./data/mnist/10k_images/01544.png,7 Seven,100.0
./data/mnist/10k_images/09590.png,6 Six,100.0
./data/mnist/10k_images/03044.png,0 Zero,100.0
./data/mnist/10k_images/09518.png,9 Nine,100.0
./data/mnist/10k_images/00307.png,2 Two,100.0
./data/mnist/10k_images/06057.png,8 Eight,100.0
./data/mnist/10k_images/07161.png,5 Five,100.0
./data/mnist/10k_images/02494.png,9 Nine,100.0
./data/mnist/10k_images/01219.png,0 Zero,100.0
./data/mnist/10k_images/06708.png,6 Six,100.0
./data/mnist/10k_images/02413.png,2 Two,100.0
./data/mnist/10k_images/03626.png,1 One,100.0
./data/mnist/10k_images/02529.png,9 Nine,100.0
./data/mnist/10k_images/01598.png,9 Nine,100.0
./data/mnist/10k_images/07749.png,1 One,100.0
./data/mnist/10k_images/06565.png,3 Three,100.0
./data/mnist/10k_images/09666.png,6 Six,100.0
./data/mnist/10k_images/00597.png,8 Eight,100.0
./data/mnist/10k_images/02065.png,5 Five,100.0
./data/mnist/10k_images/03033.png,0 Zero,100.0
./data/mnist/10k_images/04141.png,8 Eight,100.0
./data/mnist/10k_images/04397.png,4 Four,100.0
./data/mnist/10k_images/09639.png,9 Nine,100.0
./data/mnist/10k_images/02853.png,8 Eight,100.0
./data/mnist/10k_images/07567.png,0 Zero,100.0
./data/mnist/10k_images/01617.png,6 Six,100.0
./data/mnist/10k_images/08190.png,4 Four,100.0
./data/mnist/10k_images/00190.png,1 One,100.0
./data/mnist/10k_images/05064.png,4 Four,100.0
./data/mnist/10k_images/00116.png,9 Nine,100.0
./data/mnist/10k_images/09110.png,5 Five,100.0
./data/mnist/10k_images/03632.png,5 Five,100.0
./data/mnist/10k_images/03894.png,5 Five,100.0
./data/mnist/10k_images/08896.png,0 Zero,100.0
./data/mnist/10k_images/05445.png,4 Four,100.0
./data/mnist/10k_images/01028.png,1 One,100.0
./data/mnist/10k_images/09383.png,5 Five,100.0
./data/mnist/10k_images/07216.png,3 Three,100.0
./data/mnist/10k_images/01536.png,0 Zero,100.0
./data/mnist/10k_images/02974.png,9 Nine,100.0
./data/mnist/10k_images/04866.png,7 Seven,100.0
./data/mnist/10k_images/06679.png,1 One,100.0
./data/mnist/10k_images/03677.png,4 Four,100.0
./data/mnist/10k_images/00144.png,1 One,100.0
./data/mnist/10k_images/07195.png,4 Four,100.0
./data/mnist/10k_images/05689.png,7 Seven,100.0
./data/mnist/10k_images/08096.png,4 Four,100.0
./data/mnist/10k_images/07098.png,3 Three,100.0
./data/mnist/10k_images/04572.png,6 Six,100.0
./data/mnist/10k_images/01696.png,9 Nine,100.0
./data/mnist/10k_images/09095.png,9 Nine,100.0
./data/mnist/10k_images/09557.png,1 One,100.0
./data/mnist/10k_images/04777.png,0 Zero,100.0
./data/mnist/10k_images/09441.png,0 Zero,100.0
./data/mnist/10k_images/09945.png,3 Three,100.0
./data/mnist/10k_images/08935.png,8 Eight,100.0
./data/mnist/10k_images/02914.png,5 Five,100.0
./data/mnist/10k_images/05842.png,3 Three,100.0
./data/mnist/10k_images/00290.png,5 Five,100.0
./data/mnist/10k_images/03305.png,6 Six,100.0
./data/mnist/10k_images/08179.png,4 Four,100.0
./data/mnist/10k_images/06829.png,2 Two,100.0
./data/mnist/10k_images/02135.png,5 Five,100.0
./data/mnist/10k_images/00493.png,2 Two,100.0
./data/mnist/10k_images/03895.png,1 One,100.0
./data/mnist/10k_images/08813.png,4 Four,100.0
./data/mnist/10k_images/07743.png,5 Five,100.0
./data/mnist/10k_images/09842.png,5 Five,100.0
./data/mnist/10k_images/03125.png,1 One,100.0
./data/mnist/10k_images/03686.png,4 Four,100.0
./data/mnist/10k_images/05265.png,2 Two,100.0
./data/mnist/10k_images/03262.png,3 Three,100.0
./data/mnist/10k_images/00501.png,3 Three,100.0
./data/mnist/10k_images/03749.png,6 Six,100.0
./data/mnist/10k_images/06721.png,1 One,100.0
./data/mnist/10k_images/05172.png,6 Six,100.0
./data/mnist/10k_images/03276.png,5 Five,100.0
./data/mnist/10k_images/06049.png,7 Seven,100.0
./data/mnist/10k_images/02979.png,3 Three,100.0
./data/mnist/10k_images/05975.png,0 Zero,100.0
./data/mnist/10k_images/06665.png,3 Three,100.0
./data/mnist/10k_images/08356.png,4 Four,100.0
./data/mnist/10k_images/08420.png,3 Three,100.0
./data/mnist/10k_images/07331.png,0 Zero,100.0
./data/mnist/10k_images/04797.png,3 Three,100.0
./data/mnist/10k_images/03289.png,4 Four,100.0
./data/mnist/10k_images/01423.png,4 Four,100.0
./data/mnist/10k_images/01871.png,0 Zero,100.0
./data/mnist/10k_images/09154.png,9 Nine,100.0
./data/mnist/10k_images/05822.png,5 Five,100.0
./data/mnist/10k_images/01531.png,7 Seven,100.0
./data/mnist/10k_images/05636.png,3 Three,100.0
./data/mnist/10k_images/00975.png,2 Two,100.0
./data/mnist/10k_images/04720.png,1 One,100.0
./data/mnist/10k_images/09757.png,6 Six,100.0
./data/mnist/10k_images/08882.png,0 Zero,100.0
./data/mnist/10k_images/03994.png,7 Seven,100.0
./data/mnist/10k_images/05314.png,7 Seven,100.0
./data/mnist/10k_images/04802.png,2 Two,100.0
./data/mnist/10k_images/09499.png,0 Zero,100.0
./data/mnist/10k_images/03901.png,1 One,100.0
./data/mnist/10k_images/02500.png,4 Four,100.0
./data/mnist/10k_images/03022.png,2 Two,100.0
./data/mnist/10k_images/03974.png,7 Seven,100.0
./data/mnist/10k_images/04400.png,8 Eight,100.0
./data/mnist/10k_images/05486.png,7 Seven,100.0
./data/mnist/10k_images/00743.png,0 Zero,100.0
./data/mnist/10k_images/09626.png,4 Four,100.0
./data/mnist/10k_images/05461.png,1 One,100.0
./data/mnist/10k_images/08055.png,4 Four,100.0
./data/mnist/10k_images/00121.png,5 Five,100.0
./data/mnist/10k_images/01989.png,1 One,100.0
./data/mnist/10k_images/00954.png,4 Four,100.0
./data/mnist/10k_images/04143.png,7 Seven,100.0
./data/mnist/10k_images/04022.png,1 One,100.0
./data/mnist/10k_images/00708.png,4 Four,100.0
./data/mnist/10k_images/09539.png,4 Four,100.0
./data/mnist/10k_images/00475.png,8 Eight,100.0
./data/mnist/10k_images/08438.png,8 Eight,100.0
./data/mnist/10k_images/02112.png,8 Eight,100.0
./data/mnist/10k_images/05051.png,9 Nine,100.0
./data/mnist/10k_images/01988.png,0 Zero,100.0
./data/mnist/10k_images/01684.png,3 Three,100.0
./data/mnist/10k_images/09799.png,2 Two,100.0
./data/mnist/10k_images/06356.png,6 Six,100.0
./data/mnist/10k_images/04858.png,0 Zero,100.0
./data/mnist/10k_images/00898.png,5 Five,100.0
./data/mnist/10k_images/07001.png,1 One,100.0
./data/mnist/10k_images/04015.png,1 One,100.0
